id	uuid	order_number	curve_name	curve_id	scenario_name	scenario_shift	current_curve_value	m1_value	m2_value	m3_value	m4_value	m5_value	m6_value	m7_value	m8_value	m9_value	m10_value	m11_value	m12_value	m13_value	m14_value	m15_value	m16_value	m17_value	m18_value	m19_value	m20_value	m21_value	m22_value	m23_value	m24_value	remark	created_at	updated_at
74	c7124308-dc94-4840-a3c9-6552cbb3b5a9	74	内部_大额存单_6M	74	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
75	0890b0dc-9c5a-417f-959e-10f025401abc	75	内部_大额存单_5Y	75	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
76	6fd4e634-0655-49b5-8f4b-36d255974282	76	内部_个人协议_1Y	76	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
77	a86805b6-22cf-4673-860b-8257b4508f37	77	内部_个人协议_5Y	77	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
78	63340e80-7ed3-452e-980e-bb15ff8bda5a	78	内部_定活两便_1D	78	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
79	1524f853-f395-40c6-9203-f91b7f90d46d	79	内部_国库存款_1Y	79	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
80	fb9f2d00-cfd2-4666-b5ef-ecbb758a7356	80	shibor_3M	80	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
81	e47b01a8-f327-4e49-a9ee-cef50b1157e2	81	备用曲线1	81	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
82	e4053147-6d0d-4150-b9ba-424a031ecdf2	82	备用曲线2	82	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
83	8145e749-068f-47b5-9287-293c680e9a17	83	备用曲线3	83	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
84	d1d7a122-31c6-4074-ae5a-0aa593d81f7a	84	备用曲线4	84	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
85	03120429-db57-4e5c-9820-c57ca1b83c0a	85	备用曲线5	85	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
86	222211fe-8279-4309-995c-283e41d85870	86	备用曲线6	86	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
87	0868d729-e1fc-493b-a536-61200b84c6b4	87	备用曲线7	87	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
88	923891f5-759c-4019-9c16-01baa1b50620	88	备用曲线8	88	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
89	b16db5c3-1260-49f2-9903-740c283ecfee	89	备用曲线9	89	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
90	1ccb9b72-9716-4b6c-af88-21ef9c053f80	90	备用曲线10	90	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
91	f321991c-be07-447e-a182-af91fb86895c	91	备用曲线11	91	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
92	cfc070a1-ef1a-488b-aed6-719ad34cdfe0	92	备用曲线12	92	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
93	591a59f0-f9a0-4349-8c2a-141ee4b699b2	93	备用曲线13	93	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
94	f75f928b-8314-49d4-8f98-2f1c3dcedc97	94	备用曲线14	94	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
95	b69cb8f0-4e95-4e58-9cc9-c17a788d5259	95	备用曲线15	95	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
96	e0914333-ebe8-49b3-bd8e-b4e88b9a8d00	96	备用曲线16	96	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
97	7aea091f-2211-4ee0-8b79-a9a6885b7eee	97	备用曲线17	97	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
98	a0b8752c-b1a2-44a6-83e4-28d6f8827e25	98	备用曲线18	98	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
99	bb6110c4-a03e-4b59-8c14-e6694fbb9aa0	99	备用曲线19	99	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
100	820d024e-4f3d-4807-92f8-c38c8e0dbdea	100	备用曲线20	100	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
101	5b83c5b0-e161-4a0c-b2d5-57613af3edf3	101	备用曲线21	101	上行300BP	0.0	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	\N	2026-08-14 14:21:22	2026-08-14 14:48:52
102	027d9bcd-7c2c-4fb2-833f-4ea53ea6ccd4	102	备用曲线1	102	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
103	5a729d31-f86a-457b-b8a7-316f79d4d6ec	103	备用曲线2	103	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
104	ac4d8d28-4669-45be-bd69-ebaec7376059	104	备用曲线3	104	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
105	a801138f-7cba-41f0-8300-82fa0836b409	105	备用曲线4	105	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
106	faf0c0f1-d96e-498d-816b-a85c93c47da1	106	备用曲线5	106	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
107	2d2a9c30-5048-4fbc-8494-50d7ac6c70f4	107	备用曲线6	107	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
108	959ef1c3-4519-4b77-978c-ca58a7c38b12	108	备用曲线7	108	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
109	f102e722-432e-4a24-bb99-398ef9a5e3b1	109	备用曲线8	109	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
110	529e7601-05eb-4bbd-89d3-d4cb775eee26	110	备用曲线9	110	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
111	b2a841f9-70f6-4801-b708-9f0d612b68c8	111	备用曲线10	111	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
112	bf0b21e7-ba9a-4e7f-a4bd-6e5f220e99ce	112	备用曲线11	112	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
113	5d842ead-d57f-4439-91f9-a72d040b3463	113	备用曲线12	113	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
114	a59de93c-f23a-42f6-8770-cf37d914deb9	114	备用曲线13	114	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
115	c9d0f5d5-6be5-4e09-a195-99b3bb6cbfb2	115	备用曲线14	115	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
116	f92bb74d-552c-41bb-a88c-80a445ab6b47	116	备用曲线15	116	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
117	85ea957c-16a6-4495-b5b7-8fefdac1657e	117	备用曲线16	117	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
118	58207198-b95d-47fe-a8d2-cb1feeaa43b5	118	备用曲线17	118	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
119	391334dd-4305-4e3c-8e0a-0fc305a1d342	119	备用曲线18	119	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
120	97506c6f-440f-4365-94d3-ac13417f0028	120	备用曲线19	120	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
121	3d9eda4e-79fc-4b02-9e4d-21be270a584c	121	备用曲线20	121	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
122	e291ac81-6c45-41b8-a64e-173cb860f7e9	122	备用曲线21	122	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
123	0a729810-56cc-452b-a4dd-ae3beb02fb47	123	备用曲线16	123	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
124	25968d36-3c07-43d4-bea2-b7c473e532c7	124	备用曲线17	124	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
125	7a169577-2693-4564-be8b-f99e3b08e5e3	125	备用曲线18	125	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
126	a10bb01c-710f-4ac6-ab75-109f4e7e10c2	126	备用曲线19	126	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
127	4267b462-29ab-4de7-9606-67d86d9e6824	127	备用曲线20	127	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
128	e39e4b18-523e-4797-9dad-9ed6203017ce	128	备用曲线21	128	基准	0.0	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2026-08-14 14:21:22	2026-08-14 14:21:22
